gene_id	length	effective_length	TPM_average	COUNT_Tsirt_JLS178	COUNT_Tsirt_JLS181	COUNT_Tsirt_JLS187	COUNT_Tsirt_JLS202	COUNT_Tsirt_JLS216	COUNT_Tsirt_JLS223	COUNT_Tsirt_JLS224	COUNT_Tsirt_JLS228	COUNT_Tsirt_JLS242	COUNT_Tsirt_JLS247	COUNT_Tsirt_JLS248	COUNT_Tsirt_JLS249	COUNT_Tsirt_JLS253	COUNT_Tsirt_JLS254	COUNT_Tsirt_JLS255	COUNT_Tsirt_JLS256	COUNT_Tsirt_JLS257	COUNT_Tsirt_JLS260	COUNT_Tsirt_JLS269	TPM_Tsirt_JLS178	TPM_Tsirt_JLS181	TPM_Tsirt_JLS187	TPM_Tsirt_JLS202	TPM_Tsirt_JLS216	TPM_Tsirt_JLS223	TPM_Tsirt_JLS224	TPM_Tsirt_JLS228	TPM_Tsirt_JLS242	TPM_Tsirt_JLS247	TPM_Tsirt_JLS248	TPM_Tsirt_JLS249	TPM_Tsirt_JLS253	TPM_Tsirt_JLS254	TPM_Tsirt_JLS255	TPM_Tsirt_JLS256	TPM_Tsirt_JLS257	TPM_Tsirt_JLS260	TPM_Tsirt_JLS269	TPM10K_Tsirt_JLS178	TPM10K_Tsirt_JLS181	TPM10K_Tsirt_JLS187	TPM10K_Tsirt_JLS202	TPM10K_Tsirt_JLS216	TPM10K_Tsirt_JLS223	TPM10K_Tsirt_JLS224	TPM10K_Tsirt_JLS228	TPM10K_Tsirt_JLS242	TPM10K_Tsirt_JLS247	TPM10K_Tsirt_JLS248	TPM10K_Tsirt_JLS249	TPM10K_Tsirt_JLS253	TPM10K_Tsirt_JLS254	TPM10K_Tsirt_JLS255	TPM10K_Tsirt_JLS256	TPM10K_Tsirt_JLS257	TPM10K_Tsirt_JLS260	TPM10K_Tsirt_JLS269	TPM10K_average
trinityContig13646||sp|O15127.2|	1002	843.35	19.032105263157895	346.82	9.56	4.42	0	24.87	6.27	14.56	47.7	49.6	50.99	242.53	35.86	24.84	15	49.9	185.76	112.45	42.96	81.32	76.8	15.55	1.03	0	8.27	1.58	4.95	25.44	10.93	14.69	73.19	10.5	7.15	5.57	15.09	31.94	23.24	11.44	24.25	20.8512	4.221825	0.27964500000000003	0	2.245305	0.42896999999999996	1.343925	6.906960000000001	2.967495	3.9883349999999997	19.871085	2.85075	1.941225	1.5122550000000001	4.096935	8.671710000000001	6.30966	3.10596	6.583875	5.167216578947368
trinityContig13658||sp|Q14254.2|	1287	1128.35	35.04157894736842	473	26	547	308	177	75	112	74	118	213	224	158	66	11	53	118	385	46	114	78.28	31.72	95.5	54.29	44.18	14.17	28.64	29.54	19.43	46.05	50.65	34.67	14.29	3.06	12.04	15.2	59.43	9.17	25.48	21.253020000000003	8.61198	25.92825	14.739735000000001	11.99487	3.8471550000000003	7.775760000000001	8.020109999999999	5.275245	12.502574999999998	13.751475	9.412905	3.8797349999999997	0.8307899999999999	3.2688599999999997	4.1268	16.135245	2.489655	6.91782	9.513788684210526
trinityContig13663||sp|A4QNE9.1|	357	198.35	478.91526315789474	500	44.36	401	298.05	485.37	292	290.69	303	623.03	656	435.58	248.83	484.44	175.15	343.64	798	506.65	671	378	470.76	291.98	404.36	289.03	647.95	302.27	383.47	674.67	581.16	763.52	541.55	299.69	549.69	262.8	415.06	565.88	447.98	746.36	461.21	127.81133999999999	79.27257	109.78374000000001	78.471645	175.918425	82.066305	104.112105	183.172905	157.78493999999998	207.29568	147.03082499999996	81.365835	149.240835	71.3502	112.68879	153.63642	121.62657	202.63674	125.218515	130.02549394736843
trinityContig13664||sp|Q9R0Q3.1|	606	447.35	135.67	699.79	48.92	930	242.85	209.28	57.35	93	108.07	178.11	231.14	471.25	292.23	247.36	12	215	262.59	507.25	89.33	155.75	292.14	147.92	411.56	106.79	129.1	27	58.05	108.12	73.89	123.77	265.79	159.86	131.42	8.28	120.45	84.4	197.94	44.62	86.63	79.31600999999999	40.16028	111.73853999999999	28.993485000000003	35.05065	7.3305	15.760575	29.35458	20.061135	33.603555	72.16198500000002	43.401990000000005	35.68053	2.24802	32.702175	22.914600000000004	53.74071	12.114329999999999	23.520045	36.834405
trinityContig13665||sp|Q9JMJ2.1|	1200	1041.35	15.662631578947368	108	16	94	86	66	44	34	47	112	93	56	65	67	16	25	77	92	128	62	19.37	21.13	17.79	16.41	17.83	9	9.4	20.33	19.99	21.76	13.71	15.45	15.69	4.82	6.15	10.74	15.39	27.62	15.01	5.258955	5.736795	4.829985	4.455315000000001	4.840845	2.4435	2.5521	5.519595	5.4272849999999995	5.90784	3.722265	4.194675	4.259835	1.3086300000000002	1.669725	2.9159100000000002	4.178385	7.49883	4.075215	4.25240447368421
trinityContig13692||sp|Q6GLX2.1|	765	606.35	3.751578947368421	7	8	36	4	7	0	12	14	15	7	3	3	1	2	2	5	11	0	6	2.16	17.98	11.73	1.3	3.21	0	5.6	10.36	4.59	2.79	1.25	1.22	0.4	1.03	0.83	1.19	3.16	0	2.48	0.5864400000000001	4.881570000000001	3.184695	0.35295	0.8715149999999999	0	1.5203999999999998	2.81274	1.246185	0.7574850000000001	0.339375	0.33122999999999997	0.1086	0.27964500000000003	0.225345	0.323085	0.8579399999999999	0	0.67332	1.0185536842105263
trinityContig13692||sp|Q6P8Y1.4|	627	468.35	93.94315789473684	239	43	129	241	101	248	157	95	295	163	300	118	234	103	163	264	195	340	74	95.3	124.36	54.51	101.31	59.6	111.61	93.82	90.83	116.9	83.48	161.75	61.71	118.98	67.97	87.37	81.12	72.67	162.28	39.35	25.87395	33.763740000000006	14.799465	27.505665000000004	16.1814	30.302115	25.47213	24.660345	31.73835	22.664820000000002	43.915125	16.754265	32.30307	18.453854999999997	23.720955	22.02408	19.729905000000002	44.059020000000004	10.683525	25.505567368421055
trinityContig13693||sp|P37837.2|	1014	855.35	71.10578947368421	241	43	246	410	200	368	261	118	340	189	219	298	205	201	216	365	277	489	168	52.62	68.95	56.72	95.11	65.58	91.49	87.43	62.06	73.85	53.7	65.17	86.06	58.2	73.57	64.42	61.89	56.43	128.36	49.4	14.28633	18.719925	15.399479999999999	25.822364999999998	17.804969999999997	24.839534999999998	23.737245	16.84929	20.050274999999996	14.57955	17.693655000000003	23.365289999999998	15.8013	19.974255	17.49003	16.803135	15.320745	34.849740000000004	13.4121	19.30522184210526
trinityContig13695||sp|Q9CR62.3|	939	780.35	60.5921052631579	775.02	29.31	0	188.69	198.66	285.13	133.64	80.76	152.96	238.65	174.3	63	241.01	29.77	85.04	294.19	762.89	170.13	143.76	185.47	51.43	0	47.93	71.27	77.62	48.93	46.53	36.41	74.21	56.8	19.92	74.83	11.93	27.75	54.62	170.4	48.92	46.28	50.355105	13.963245	0	13.012995	19.349805	21.07383	13.284495000000001	12.632895	9.885315	20.148015	15.4212	5.40828	20.316345	3.238995	7.534125	14.829329999999999	46.2636	13.281780000000001	12.56502	16.45075657894737
trinityContig13698||sp|Q1LZB6.1|	1932	1773.35	38.13894736842105	973.13	50.94	645.94	136.31	178.44	66.51	5.35	57.3	660.21	131.36	1133.54	163.87	214.32	2.28	23.24	491.2	502.99	186.66	159.05	102.48	39.71	71.67	15.33	28.48	8.02	0.88	14.58	69.21	18.15	163.53	22.95	29.71	0.41	3.38	40.37	49.38	23.7	22.7	27.823320000000002	10.781265000000001	19.458405000000003	4.162095	7.73232	2.1774299999999998	0.23892	3.9584699999999997	18.790515	4.927725	44.398395	6.230925	8.066265000000001	0.11131499999999998	0.9176699999999999	10.960455	13.406670000000002	6.43455	6.16305	10.354724210526316
trinityContig13702||sp|P21816.1|	615	456.35	12.589473684210526	2	31	6	4	4	2	0	100	8	3	0	3	1	8	4	8	48	4	6	0.82	91.94	2.6	1.72	2.42	0.92	0	98.1	3.25	1.58	0	1.61	0.52	5.41	2.2	2.52	18.36	1.96	3.27	0.22262999999999997	24.96171	0.7059	0.46698	0.65703	0.24978000000000003	0	26.63415	0.882375	0.42896999999999996	0	0.43711500000000003	0.14118	1.468815	0.5973	0.68418	4.98474	0.53214	0.887805	3.418042105263158
trinityContig13702||sp|Q2KJ44.1|	969	810.35	50.588421052631574	294	17	271	166	137	182	109	115	260	205	264	214	151	59	103	206	313	180	120	67.75	28.75	65.96	40.63	47.37	47.73	38.48	63.82	59.6	61.42	82.88	65.19	45.19	22.77	32.39	36.85	67.32	49.86	37.22	18.394125	7.805625	17.90814	11.031045	12.860954999999999	12.958695	10.44732	17.32713	16.1814	16.675530000000002	22.50192	17.699085	12.269084999999999	6.182054999999999	8.793885000000001	10.004775	18.277379999999997	13.53699	10.10523	13.734756315789474
trinityContig13707||sp|O55102.2|	378	219.35	59.006842105263154	150.54	5.68	91.88	0	46.77	47.5	13.24	48.08	112.43	39.97	34.99	21	69.97	15.43	44.09	135.42	160.54	21.26	74.19	128.17	34.03	83.63	0	56.85	44.65	15.97	97.04	94.88	42.34	39.49	22.96	72.45	21.06	48.52	87.16	128.26	21.43	82.24	34.798155	9.239144999999999	22.705544999999997	0	15.434775	12.122475	4.3358550000000005	26.346360000000004	25.759919999999997	11.49531	10.721535000000001	6.23364	19.670175	5.717789999999999	13.173180000000002	23.66394	34.82259	5.818245	22.328159999999997	16.020357631578946
trinityContig13747||sp|Q0P5A1.1|	570	411.35	79.72842105263157	235	18	223	195	82	127	33	94	187	138	163	145	191	31	73	202	216	228	150	106.69	59.04	107.4	93.1	54.85	64.9	22.3	102.18	84.34	80.15	99.82	86.12	109.93	23.2	44.33	70.5	91.7	123.73	90.56	28.966334999999997	16.02936	29.1591	25.276649999999997	14.891775	17.620350000000002	6.05445	27.741870000000002	22.898310000000002	21.760725000000004	27.101129999999998	23.381580000000003	29.845995000000002	6.2988	12.035594999999999	19.14075	24.89655	33.592695	24.58704	21.646266315789475
trinityContig13748||sp|P54619.1|	996	837.35	16.203157894736844	113	1	58	92	66	24	42	46	63	113	119	52	38	2	16	115	104	49	29	25.2	1.64	13.66	21.8	22.1	6.09	14.36	24.71	13.98	32.78	36.17	15.34	11.01	0.75	4.87	19.91	21.64	13.14	8.71	6.8418	0.44525999999999993	3.7086900000000003	5.9187	6.0001500000000005	1.6534349999999998	3.89874	6.7087650000000005	3.7955700000000006	8.89977	9.820155	4.16481	2.9892149999999997	0.203625	1.322205	5.405565	5.87526	3.56751	2.3647650000000002	4.3991573684210525
trinityContig13749||sp|Q08E13.1|	2361	2202.35	31.959473684210526	437	65	623	658	305	112	158	177	322	287	374	373	201	25	143	313	475	292	269	37.06	40.86	55.64	59.63	39.27	10.89	20.92	36.28	27.18	31.98	43.49	42.1	22.49	3.59	16.76	20.73	37.54	29.87	30.95	10.06179	11.09349	15.10626	16.189545000000003	10.661805000000001	2.9566350000000003	5.67978	9.850019999999999	7.37937	8.68257	11.807535000000001	11.43015	6.106034999999999	0.974685	4.55034	5.628195000000001	10.19211	8.109705	8.402925	8.676997105263158
trinityContig13761||sp|Q3T108.1|	771	612.35	221.35368421052632	779	127	1096	669	365	1120	500	338	417	468	388	441	410	409	526	722	1088	681	291	237.57	282.74	353.55	215.96	165.99	387.29	231.32	247.77	126.45	184.56	160.67	177.17	161.07	207.81	217.44	170.36	309.86	249.17	118.97	64.500255	76.76391	95.988825	58.633140000000004	45.066285	105.149235	62.80337999999999	67.26955500000001	34.331175	50.10804	43.621905	48.101655	43.730505	56.420415000000006	59.03496	46.25274	84.12699	67.649655	32.300354999999996	60.0975252631579
trinityContig13819||sp|P61619.2|	1431	1272.35	788.5389473684211	6790	647	5149	4453	3764	2315	3421	2477	6122	5198	5616	3831	5811	1435	2932	7339	4711	3553	4894	996.6	700.94	796.93	696.63	834.55	388.29	777.7	877.45	894.27	997.98	1127.13	746.23	1117.79	354.92	591.63	839.09	644.82	628.07	971.22	270.5769	190.30521000000002	216.366495	189.135045	226.580325	105.42073500000001	211.14555	238.227675	242.79430499999998	270.95157	306.015795	202.60144499999998	303.479985	96.36078	160.627545	227.812935	175.06863	170.521005	263.68623	214.0883242105263
trinityContig13827||sp|Q5EA88.3|	1050	891.35	81.03684210526316	292	41	288	426	639	197	73	119	162	732	339	409	252	32	134	654	448	554	104	61.18	63.13	63.71	94.87	201.2	47.02	23.49	60.08	33.77	199.69	96.85	113.39	68.72	11.25	38.38	106.45	87.58	139.58	29.36	16.61037	17.139795	17.297265	25.757205000000003	54.6258	12.765930000000001	6.377535	16.311719999999998	9.168555	54.215835	26.294775	30.785384999999998	18.65748	3.054375	10.42017	28.901175	23.77797	37.89597	7.971239999999999	22.001502631578948
trinityContig13843||sp|Q9D125.1|	513	354.35	34.730526315789476	52	15	39	62	44	43	43	28	48	49	57	47	53	43	46	61	55	134	29	27.41	56.83	21.84	34.26	33.97	25.42	33.41	35.27	25.12	32.87	40.39	32.29	35.14	37.17	32.22	24.64	27.12	84.27	20.24	7.441814999999999	15.429344999999998	5.9295599999999995	9.30159	9.222855000000001	6.90153	9.070815	9.575805	6.82008	8.924204999999999	10.965885	8.766734999999999	9.540510000000001	10.091655000000001	8.74773	6.689760000000001	7.36308	22.879305	5.49516	9.429337894736841
trinityContig13855||sp|P63279.1|	477	318.35	62.98157894736842	115	6	103	162	76	64	84	43	82	63	92	98	66	43	60	85	132	231	66	67.46	25.2	64.26	99.37	65	41.99	72.11	60.2	47.75	46.84	72.38	74.75	48.4	41.2	46.54	38.12	72.49	161.47	51.12	18.31539	6.8418	17.446590000000004	26.978955	17.6475	11.400285	19.577865	16.3443	12.964125	12.71706	19.651169999999997	20.294625	13.1406	11.185800000000002	12.63561	10.34958	19.681034999999998	43.839104999999996	13.879079999999998	17.099498684210527
trinityContig13883||sp|P70441.3|	1083	924.35	38.578421052631576	265	40	270	321	135	51	144	120	208	129	88	200	73	12	56	168	375	82	104	53.54	59.42	57.58	68.96	41.01	11.74	44.73	58.43	41.81	33.95	24.25	53.49	19.21	4.07	15.48	26.38	70.69	19.93	28.32	14.53611	16.132530000000003	15.632969999999998	18.72264	11.134215	3.1874100000000003	12.144195	15.863745000000002	11.351415000000001	9.217425000000002	6.583875	14.522535000000001	5.215515	1.105005	4.20282	7.16217	19.192335	5.410995	7.68888	10.474041315789474
trinityContig139||sp|Q2KIU2.3|	570	411.35	18.226315789473684	0	0	67.83	0	48.77	6.54	84.27	24.85	14.19	39.2	27.29	136.43	77.18	0	3.01	9.05	6.5	3.69	20.98	0	0	32.67	0	32.62	3.34	56.93	27.01	6.4	22.76	16.71	81.02	44.42	0	1.83	3.16	2.76	2	12.67	0	0	8.869905000000001	0	8.856329999999998	0.90681	15.456495	7.333215000000001	1.7376	6.17934	4.536765	21.99693	12.060030000000001	0	0.496845	0.8579399999999999	0.74934	0.543	3.4399050000000004	4.948444736842105
trinityContig13905||sp|Q6AYE4.1|	1149	990.35	3.2594736842105263	9.14	0	14.79	62.13	2.3	17.33	2.71	0	69.33	7.33	0	36.88	8.84	2.42	4.04	39.55	11.79	9.11	6.67	1.72	0	2.94	12.46	0.65	3.73	0.79	0	13.01	1.8	0	9.21	2.17	0.77	1.04	5.8	2.07	2.07	1.7	0.46698	0	0.79821	3.38289	0.176475	1.0126950000000001	0.21448499999999998	0	3.5322150000000003	0.4887	0	2.500515	0.589155	0.20905500000000002	0.28236	1.5747	0.562005	0.562005	0.46155	0.8849471052631579
trinityContig13912||sp|Q6P8D9.1|	552	393.35	13.333684210526316	56	0	42	50.1	51.33	0	0	0	0	0	51.7	1	45.18	0	18.31	0	61.86	40.7	34.48	26.59	0	21.16	24.99	35.84	0	0	0	0	0	33.08	0.62	27.14	0	11.61	0	27.47	23.09	21.75	7.219185	0	5.74494	6.784784999999999	9.73056	0	0	0	0	0	8.98122	0.16833	7.368510000000001	0	3.1521149999999998	0	7.458105000000001	6.268935	5.905125	3.6200952631578946
trinityContig13926||sp|B5G1P1.2|	585	426.35	15.096315789473683	28	3	29	36	23	40	28	26	39	18	29	26	26	15	19	32	44	47	10	12.26	9.5	13.47	16.6	14.86	19.74	18.29	27.28	16.97	10.1	17.15	14.91	14.46	10.84	11.15	10.78	18.02	24.62	5.83	3.32859	2.57925	3.6571050000000005	4.506900000000001	4.03449	5.35941	4.965735	7.4065199999999995	4.607354999999999	2.74215	4.656224999999999	4.048065	3.9258900000000003	2.94306	3.027225	2.92677	4.892429999999999	6.68433	1.582845	4.0986497368421055
trinityContig13956||sp|Q32N70.1|	597	438.35	14.877894736842105	49	5	42	54	30	2	24	18	35	48	46	43	7	5	4	21	38	21	28	20.88	15.42	18.97	24.22	18.87	0.96	15.27	18.38	14.82	26.21	26.47	24	3.79	3.52	2.29	6.89	15.13	10.7	15.89	5.66892	4.18653	5.150354999999999	6.57573	5.1232050000000005	0.26064	4.145804999999999	4.99017	4.023630000000001	7.116015000000001	7.186605	6.516	1.028985	0.95568	0.621735	1.8706349999999998	4.107795	2.9050499999999997	4.314135	4.039348421052631
trinityContig13969||sp|O95857.1|	612	453.35	54.57157894736842	100	32	76	63	73	53	140	95	149	172.9	64	176.41	77.21	33	109	181	105	71	93	41.19	95.52	33.18	27.34	44.46	24.63	86.29	93.81	60.99	91.39	35.63	95.25	40.5	22.48	60.29	57.42	40.43	35	51.06	11.183084999999998	25.93368	9.00837	7.422810000000001	12.07089	6.6870449999999995	23.427735000000002	25.469414999999998	16.558785	24.812385	9.673545	25.860375	10.99575	6.10332	16.368735	15.589530000000002	10.976745	9.5025	13.862789999999999	14.816183684210527
trinityContig1397||sp|Q61990.1|	957	798.35	73.7278947368421	524.28	26.19	352.95	531.44	270.42	195.38	114.87	183.12	192.34	232.74	287.2	166.54	174.66	138.59	93.15	317.03	419.25	496.75	122.58	122.64	44.94	87.21	132	94.88	52	41.14	103.15	44.75	70.76	91.51	51.49	53.04	54.29	29.72	57.55	91.53	139.65	38.58	33.29676	12.20121	23.677515	35.838	25.759919999999997	14.118	11.16951	28.005225	12.149625	19.211340000000003	24.844965000000002	13.979535	14.400360000000001	14.739735000000001	8.06898	15.624825	24.850395000000002	37.914975	10.47447	20.01712342105263
trinityContig1400||sp|Q61990.1|	996	837.35	45.72631578947368	118.37	17.57	321.61	255.55	92.65	128.5	0.33	100.94	200.93	247.68	276.3	175.5	102.17	0.46	103.75	253.32	216.23	376.71	186.22	26.4	28.78	75.75	60.54	31.02	32.63	0.11	54.23	44.58	71.86	83.97	51.76	29.61	0.17	31.6	43.87	45	101	55.92	7.1676	7.81377	20.566125	16.43661	8.42193	8.859045000000002	0.029865	14.723444999999998	12.10347	19.50999	22.797855	14.05284	8.039114999999999	0.046155	8.5794	11.910704999999998	12.2175	27.4215	15.182280000000002	12.414694736842105
trinityContig1405||Toxin1797_CRISP	729	570.35	5.343157894736842	0.5	0	4	2	3	180.55	0	1	14.16	3	6	16.98	1	0	1	1	6.32	25.1	3	0.16	0	1.39	0.69	1.46	66.96	0	0.79	4.61	1.27	2.66	7.32	0.42	0	0.44	0.25	1.93	9.85	1.32	0.043440000000000006	0	0.37738499999999997	0.187335	0.39639	18.17964	0	0.21448499999999998	1.2516150000000001	0.34480500000000003	0.7221900000000001	1.98738	0.11402999999999999	0	0.11946	0.067875	0.523995	2.674275	0.35838000000000003	1.4506673684210527
trinityContig14062||sp|P16039.1|	912	753.35	164.37894736842105	505	72	450	614	442	461	583	294	754	560	664	499	509	323	401	810	670	972	332	125.19	130.81	117.86	161.51	164.15	129.94	220.88	175.44	185.91	180.25	224.06	163.38	163.54	133.95	135.43	155.73	155.02	289.48	110.67	33.989084999999996	35.514915	31.998990000000003	43.849965	44.566725	35.27871	59.96892	47.63196	50.474565	48.937875	60.83229	44.35767	44.401109999999996	36.367425	36.769245	42.280694999999994	42.08793000000001	78.59382000000001	30.046905	44.628884210526316
trinityContig14068||sp|Q66H40.1|	270	111.55	20.468947368421052	0	0	20.45	0	0	1.32	12.74	17	28.79	30.66	18.3	1.69	11.83	0	0	37.77	0	12.03	6.3	0	0	37.2	0	0	2.34	27.5	66.11	47.56	60.43	39.24	3.51	22.24	0	0	46.23	0	23.39	13.16	0	0	10.099800000000002	0	0	0.6353099999999999	7.46625	17.948864999999998	12.912540000000002	16.406745	10.65366	0.952965	6.0381599999999995	0	0	12.551445	0	6.350385	3.57294	5.557319210526316
trinityContig14077||sp|Q5E9C0.1|	834	675.35	12.104736842105263	20	5	15	56	34	64	18	26	50	43	30	48	26	41	13	59	29	48	20	5.53	10.11	4.38	16.41	14.05	20.09	7.58	17.29	13.75	15.41	11.28	17.51	9.29	18.93	4.88	12.64	7.49	15.94	7.43	1.501395	2.744865	1.1891699999999998	4.455315000000001	3.814575	5.454435	2.05797	4.694235	3.733125	4.183815	3.0625199999999997	4.753965	2.522235	5.139495	1.3249199999999999	3.4317599999999997	2.033535	4.32771	2.017245	3.286436052631579
trinityContig14085||sp|Q3MHP5.1|	1104	945.35	27.58	158	16	107	145	91	85	138	82	136	68	166	106	96	58	69	122	142	189	77	31.21	23.25	22.31	30.46	27.04	19.14	41.94	39.04	26.73	17.51	44.74	27.72	24.72	19.24	18.65	18.73	26.17	44.91	20.51	8.473515	6.312375	6.0571649999999995	8.26989	7.341359999999999	5.19651	11.386709999999999	10.599359999999999	7.257194999999999	4.753965	12.14691	7.525980000000001	6.71148	5.22366	5.0634749999999995	5.085195000000001	7.105155	12.193064999999999	5.568465	7.48797
trinityContig14088||sp|Q2TBU8.1|	432	273.35	25.51736842105263	36	7	46	45	26	26	17	11	42	22	34	24	18	17	6	36	43	83	31	24.59	34.02	33.49	32.02	25.7	19.77	16.79	17.89	28.47	18.92	31.02	21.22	15.22	18.84	5.38	18.73	27.53	67.41	27.82	6.676185	9.23643	9.092535	8.693430000000001	6.97755	5.367554999999999	4.558485	4.8571349999999995	7.729605	5.13678	8.42193	5.761229999999999	4.13223	5.11506	1.46067	5.085195000000001	7.4743949999999995	18.301814999999998	7.55313	6.9279655263157895
trinityContig14088||sp|Q9D1C8.1|	666	507.35	35.345263157894735	150.48	16.52	236.15	97.48	71.93	141.37	31.84	44.19	13.24	49.37	96.8	97.52	58.68	11.36	55.23	33.72	157.96	53.71	28.64	55.39	44.18	92.06	37.88	39.28	58.82	17.64	39.04	4.84	23.39	48.25	47.15	27.63	6.94	27.4	9.58	54.33	23.68	14.08	15.038385	11.99487	24.99429	10.28442	10.66452	15.969629999999999	4.78926	10.599359999999999	1.31406	6.350385	13.099875	12.801225	7.501545	1.8842100000000002	7.4391	2.6009700000000002	14.750594999999999	6.429119999999999	3.82272	9.596238947368422
trinityContig14090||sp|Q5F398.1|	1191	1032.35	59.25473684210526	468	34	507	446	253	90	109	176	289	279	436	342	226	14	103	215	498	284	212	84.66	45.29	96.78	85.86	68.94	18.57	30.4	76.77	52.02	65.85	107.68	81.97	53.38	4.26	25.54	30.25	84.04	61.82	51.76	22.98519	12.296235	26.27577	23.31099	18.71721	5.041755	8.2536	20.843055	14.123430000000003	17.878275	29.235120000000002	22.254855	14.49267	1.15659	6.9341099999999996	8.212875	22.816860000000002	16.784129999999998	14.05284	16.087661052631578
trinityContig14090||sp|Q5R7P4.1|	1827	1668.35	5.021052631578947	0	0	33.29	36.66	36.94	0	39.78	23.74	72	98.57	75.05	17.23	34.17	0	48.99	88.81	73.46	0.18	19.09	0	0	3.93	4.38	6.26	0	6.93	6.42	8.02	14.47	11.51	2.56	5.03	0	7.56	7.75	7.67	0.02	2.89	0	0	1.0669950000000001	1.1891699999999998	1.6995899999999997	0	1.8814950000000001	1.7430299999999999	2.1774299999999998	3.928605	3.124965	0.6950400000000001	1.365645	0	2.0525399999999996	2.104125	2.082405	0.005430000000000001	0.7846350000000001	1.3632157894736843
trinityContig14106||sp|Q99KX1.1|	687	528.35	22.03684210526316	95	4	89	109	29	26	28	31	40	45	66	40	37	8	21	54	118	101	45	33.58	10.29	33.31	40.7	15.23	10.4	14.92	26.3	14.05	20.5	31.61	18.58	16.76	4.69	10.02	14.74	38.97	42.78	21.27	9.11697	2.793735	9.043665	11.05005	4.134945	2.8236	4.0507800000000005	7.14045	3.814575	5.56575	8.582115	5.04447	4.55034	1.273335	2.72043	4.00191	10.580355	11.61477	5.774805	5.983002631578947
trinityContig14109||sp|Q9Y2E6.2|	1893	1734.35	29.86	459	24	702	226	351	12	74	192	193	328	390	318	90	1	33	146	429	15	184	49.42	19.13	79.65	25.98	57.28	1.48	12.41	49.95	20.69	46.33	57.52	45.53	12.76	0.18	4.9	12.27	43.06	1.95	26.85	13.417530000000001	5.193795	21.624975000000003	7.05357	15.551520000000002	0.40181999999999995	3.3693150000000003	13.561425	5.617335000000001	12.578595	15.616680000000002	12.361395	3.46434	0.04887	1.3303500000000001	3.3313049999999995	11.690790000000002	0.529425	7.289775	8.10699
trinityContig14110||sp|A6M931.1|	1233	1074.35	53.752105263157894	428	28	310	310	199	154	208	155	284	246	549	261	222	71	139	305	299	316	161	74.4	35.86	56.85	57.37	52.14	30.55	55.8	64.98	49.12	55.82	130.33	60.13	50.42	20.76	33.14	41.25	48.48	66.11	37.78	20.199600000000004	9.73599	15.434775	15.575954999999999	14.15601	8.294325	15.1497	17.64207	13.336079999999999	15.155129999999998	35.384595000000004	16.325295	13.689030000000002	5.636340000000001	8.99751	11.199375	13.162319999999998	17.948864999999998	10.25727	14.593696578947368
trinityContig14112||sp|Q90631.1|	3855	3696.35	43.305263157894736	1121	122	1003	1000	800	230	489	363	863	899	1143	857	526	105	294	839	1280	323	535	56.64	45.8	53.34	54.08	61.54	13.34	38.76	44.37	43.42	59.83	79.3	57.72	35.2	9	20.6	33.16	60.26	19.7	36.74	15.37776	12.4347	14.481810000000001	14.682719999999998	16.70811	3.62181	10.52334	12.046454999999998	11.78853	16.243844999999997	21.52995	15.670979999999998	9.5568	2.4435	5.592900000000001	9.002939999999999	16.36059	5.34855	9.974910000000001	11.757378947368421
trinityContig14128||sp|Q92979.4|	702	543.35	34.187894736842104	80	6	75	96	52	73	65	39	76	52	91	53	102	77	72	93	81	270	53	27.5	15.01	27.29	34.87	26.57	28.39	33.72	32.19	25.97	23.05	42.39	23.95	44.97	43.97	33.43	24.69	26.01	111.23	24.37	7.46625	4.075215	7.409234999999999	9.467204999999998	7.213755	7.707885000000001	9.15498	8.739585	7.050855	6.258075	11.508885000000001	6.502425	12.209355	11.937855	9.076245	6.703335000000001	7.061715000000001	30.198945000000002	6.616455	9.282013421052632
trinityContig14139||sp|Q5RCA3.1|	486	327.35	11.042631578947368	0	0	140.39	1.08	0	11.43	1.13	0	12.41	57.2	7.33	1.12	37.28	6.05	0	3.88	0	0	35.72	0	0	85.16	0.64	0	7.3	0.94	0	7.03	41.4	5.61	0.83	26.63	5.64	0	1.7	0	0	26.93	0	0	23.12094	0.17376000000000003	0	1.98195	0.25521	0	1.9086450000000001	11.2401	1.5231150000000002	0.225345	7.230045	1.5312599999999998	0	0.46155	0	0	7.311495	2.9980744736842104
trinityContig14150||sp|O97562.1|	927	768.35	17.624736842105264	57.85	10.45	0	52.09	21.05	8.95	15.13	21.54	86.84	256	66.3	8.45	11.94	0	28.12	76.03	450.11	6.99	7.2	14.06	18.63	0	13.44	7.67	2.47	5.62	12.61	20.99	80.82	21.94	2.71	3.76	0	9.31	14.34	102.11	2.04	2.35	3.8172900000000003	5.058045	0	3.6489599999999998	2.082405	0.670605	1.52583	3.4236150000000003	5.698785	21.942629999999998	5.95671	0.735765	1.02084	0	2.5276650000000003	3.89331	27.722865000000002	0.55386	0.638025	4.785116052631579
